formula_key,brand,formula_name,species,status,source_url,extracted_fields,missing_fields,notes
josera-meat-lovers-menu-chicken-with-carrot-dog-dry-eu-official,Josera,MEAT LOVERS MENU CHICKEN WITH CARROT,dog,candidate,https://josera.com/en/product/meat-lovers-menu-chicken-carrot,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-pure-chicken-dog-dry-eu-official,Josera,MEAT LOVERS PURE CHICKEN,dog,candidate,https://josera.com/en/product/meat-lovers-pure-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-pure-beef-dog-dry-eu-official,Josera,MEAT LOVERS PURE BEEF,dog,candidate,https://josera.com/en/product/meat-lovers-pure-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-pure-lamb-dog-dry-eu-official,Josera,MEAT LOVERS PURE LAMB,dog,candidate,https://josera.com/en/product/meat-lovers-pure-lamb,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-pure-turkey-dog-dry-eu-official,Josera,MEAT LOVERS PURE TURKEY,dog,candidate,https://josera.com/en/product/meat-lovers-pure-turkey,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-renal-dog-dry-dog-dry-eu-official,Josera,RENAL DOG DRY,dog,candidate,https://josera.com/en/product/renal-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-gastro-dog-dry-dog-dry-eu-official,Josera,GASTRO DOG DRY,dog,candidate,https://josera.com/en/product/gastro-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-hypoallergenic-dog-dry-dog-dry-eu-official,Josera,HYPOALLERGENIC DOG DRY,dog,candidate,https://josera.com/en/product/hypoallergenic-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-weight-diabetic-dog-dry-dog-dry-eu-official,Josera,WEIGHT & DIABETIC DOG DRY,dog,candidate,https://josera.com/en/product/weight-diabetic-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-heart-dog-dry-dog-dry-eu-official,Josera,HEART DOG DRY,dog,candidate,https://josera.com/en/product/heart-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-game-in-sauce-dog-dry-eu-official,JosiDog,GAME IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-game-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-beef-in-sauce-dog-dry-eu-official,JosiDog,BEEF IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-beef-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-economy-dog-dry-eu-official,JosiDog,ECONOMY,dog,candidate,https://josera.com/en/product/josidog-economy,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-junior-pure-beef-dog-dry-eu-official,Josera,MEAT LOVERS JUNIOR PURE BEEF,dog,candidate,https://josera.com/en/product/meat-lovers-junior-pure-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-lovers-junior-chicken-with-potato-dog-dry-eu-official,Josera,MEAT LOVERS JUNIOR CHICKEN WITH POTATO,dog,candidate,https://josera.com/en/product/meat-lovers-junior-chicken-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-liver-dog-dry-dog-dry-eu-official,Josera,LIVER DOG DRY,dog,candidate,https://josera.com/en/product/liver-dog-dry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-denties-with-turkey-apple-dog-dry-eu-official,Josera,DENTIES WITH TURKEY & APPLE,dog,candidate,https://josera.com/en/product/denties-turkey-apple,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-denties-with-duck-carrot-dog-dry-eu-official,Josera,DENTIES WITH DUCK & CARROT,dog,candidate,https://josera.com/en/product/denties-duck-carrot,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-denties-with-poultry-blueberry-dog-dry-eu-official,Josera,DENTIES WITH POULTRY & BLUEBERRY,dog,candidate,https://josera.com/en/product/denties-poultry-blueberry,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-meat-sticks-beef-dog-dry-eu-official,JosiDog,MEAT STICKS BEEF,dog,candidate,https://josera.com/en/product/josidog-meat-sticks-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-meat-sticks-lamb-dog-dry-eu-official,JosiDog,MEAT STICKS LAMB,dog,candidate,https://josera.com/en/product/josidog-meat-sticks-lamb,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-meat-sticks-chicken-dog-dry-eu-official,JosiDog,MEAT STICKS CHICKEN,dog,candidate,https://josera.com/en/product/josidog-meat-sticks-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-hearts-chicken-dog-dry-eu-official,Josera,MEAT HEARTS CHICKEN,dog,candidate,https://josera.com/en/product/meat-hearts-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-hearts-turkey-dog-dry-eu-official,Josera,MEAT HEARTS TURKEY,dog,candidate,https://josera.com/en/product/meat-hearts-turkey,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bites-mini-beef-dog-dry-eu-official,Josera,MEAT BITES MINI BEEF,dog,candidate,https://josera.com/en/product/meat-bites-mini-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bites-mini-chicken-dog-dry-eu-official,Josera,MEAT BITES MINI CHICKEN,dog,candidate,https://josera.com/en/product/meat-bites-mini-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bites-mini-turkey-dog-dry-eu-official,Josera,MEAT BITES MINI TURKEY,dog,candidate,https://josera.com/en/product/meat-bites-mini-turkey,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-chunks-beef-dog-dry-eu-official,Josera,MEAT CHUNKS BEEF,dog,candidate,https://josera.com/en/product/meat-chunks-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-chunks-turkey-dog-dry-eu-official,Josera,MEAT CHUNKS TURKEY,dog,candidate,https://josera.com/en/product/meat-chunks-turkey,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bars-beef-dog-dry-eu-official,Josera,MEAT BARS BEEF,dog,candidate,https://josera.com/en/product/meat-bars-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-chunks-chicken-dog-dry-eu-official,Josera,MEAT CHUNKS CHICKEN,dog,candidate,https://josera.com/en/product/meat-chunks-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bars-chicken-dog-dry-eu-official,Josera,MEAT BARS CHICKEN,dog,candidate,https://josera.com/en/product/meat-bars-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-bars-turkey-dog-dry-eu-official,Josera,MEAT BARS TURKEY,dog,candidate,https://josera.com/en/product/meat-bars-turkey,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-meat-hearts-beef-dog-dry-eu-official,Josera,MEAT HEARTS BEEF,dog,candidate,https://josera.com/en/product/meat-hearts-beef,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-senior-light-dog-dry-eu-official,JosiDog,SENIOR / LIGHT,dog,candidate,https://josera.com/en/product/josidog-senior-light,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-beef-carrot-in-sauce-dog-dry-eu-official,JosiDog,BEEF&CARROT IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-beefcarrot-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-chicken-carrot-in-sauce-dog-dry-eu-official,JosiDog,CHICKEN&CARROT IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-chickencarrot-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-optiness-dog-dry-eu-official,Josera,OPTINESS,dog,candidate,https://josera.com/en/product/optiness,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-youngstar-dog-dry-eu-official,Josera,YOUNGSTAR,dog,candidate,https://josera.com/en/product/youngstar,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-kids-dog-dry-eu-official,Josera,KIDS,dog,candidate,https://josera.com/en/product/kids,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-junior-duck-salmon-dog-dry-eu-official,Josera,MINI JUNIOR DUCK & SALMON,dog,candidate,https://josera.com/en/product/mini-junior-duck-salmon,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-lamb-dog-dry-eu-official,Josera,MINI LAMB,dog,candidate,https://josera.com/en/product/mini-lamb,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-chicken-rice-dog-dry-eu-official,Josera,MINI CHICKEN & RICE,dog,candidate,https://josera.com/en/product/mini-chicken-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-salmon-chicken-dog-dry-eu-official,Josera,MINI SALMON & CHICKEN,dog,candidate,https://josera.com/en/product/mini-salmon-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-senior-chicken-rice-dog-dry-eu-official,Josera,MINI SENIOR CHICKEN & RICE,dog,candidate,https://josera.com/en/product/mini-senior-chicken-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-duck-potato-dog-dry-eu-official,Josera,MINI DUCK & POTATO,dog,candidate,https://josera.com/en/product/mini-duck-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-lamb-sweet-potato-dog-dry-eu-official,Josera,MINI LAMB & SWEET POTATO,dog,candidate,https://josera.com/en/product/mini-lamb-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mini-senior-salmon-dog-dry-eu-official,Josera,MINI SENIOR SALMON,dog,candidate,https://josera.com/en/product/mini-senior-salmon,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-mother-puppy-salmon-rice-dog-dry-eu-official,Josera,MOTHER&PUPPY SALMON & RICE,dog,candidate,https://josera.com/en/product/motherpuppy-salmon-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-lamb-rice-dog-dry-eu-official,Josera,LAMB & RICE,dog,candidate,https://josera.com/en/product/lamb-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-sensijunior-dog-dry-eu-official,Josera,SENSIJUNIOR,dog,candidate,https://josera.com/en/product/sensijunior,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-sensiadult-dog-dry-eu-official,Josera,SENSIADULT,dog,candidate,https://josera.com/en/product/sensiadult,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-medi-maxi-chicken-rice-dog-dry-eu-official,Josera,MEDI/MAXI CHICKEN & RICE,dog,candidate,https://josera.com/en/product/medimaxi-chicken-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-medi-maxi-duck-sweet-potato-dog-dry-eu-official,Josera,MEDI/MAXI DUCK & SWEET POTATO,dog,candidate,https://josera.com/en/product/medimaxi-duck-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-junior-high-protein-sea-fish-dog-dry-eu-official,Josera,JUNIOR HIGH PROTEIN SEA FISH,dog,candidate,https://josera.com/en/product/junior-high-protein-sea-fish,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-festival-dog-dry-eu-official,Josera,FESTIVAL,dog,candidate,https://josera.com/en/product/festival,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-sensiplus-dog-dry-eu-official,Josera,SENSIPLUS,dog,candidate,https://josera.com/en/product/sensiplus,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-hypoallergenic-dog-dry-eu-official,Josera,HYPOALLERGENIC,dog,candidate,https://josera.com/en/product/hypoallergenic,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-salmon-potato-dog-dry-eu-official,Josera,SALMON & POTATO,dog,candidate,https://josera.com/en/product/salmon-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-light-vital-dog-dry-eu-official,Josera,LIGHT & VITAL,dog,candidate,https://josera.com/en/product/light-vital,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-junior-duck-potato-dog-dry-eu-official,Josera,JUNIOR DUCK & POTATO,dog,candidate,https://josera.com/en/product/junior-duck-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-chicken-rice-dog-dry-eu-official,Josera,CHICKEN & RICE,dog,candidate,https://josera.com/en/product/chicken-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-duck-potato-dog-dry-eu-official,Josera,DUCK & POTATO,dog,candidate,https://josera.com/en/product/duck-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-lamb-sweet-potato-dog-dry-eu-official,Josera,LAMB & SWEET POTATO,dog,candidate,https://josera.com/en/product/lamb-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-medi-maxi-chicken-sweet-potato-dog-dry-eu-official,Josera,MEDI/MAXI CHICKEN & SWEET POTATO,dog,candidate,https://josera.com/en/product/medimaxi-chicken-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
